Fechas,RH_Avg
2017-07-04 00:00:00,81.52291666666666
2017-07-05 00:00:00,79.021458333333328
2017-07-06 00:00:00,58.927708333333356
2017-07-07 00:00:00,52.719236111111108
2017-07-08 00:00:00,64.025138888888875
2017-07-09 00:00:00,76.837499999999949
2017-07-10 00:00:00,81.662152777777749
2017-07-11 00:00:00,57.507013888888892
2017-07-12 00:00:00,73.099861111111096
2017-07-13 00:00:00,80.268402777777794
2017-07-14 00:00:00,74.115902777777762
2017-07-15 00:00:00,79.33687500000002
2017-07-16 00:00:00,67.695763888888919
2017-07-17 00:00:00,49.854166666666657
2017-07-18 00:00:00,44.494513888888896
2017-07-19 00:00:00,45.112916666666678
2017-07-20 00:00:00,43.062152777777776
2017-07-21 00:00:00,59.001875000000005
2017-07-22 00:00:00,88.248819444444436
2017-07-23 00:00:00,77.530486111111074
2017-07-24 00:00:00,76.35486111111112
2017-07-25 00:00:00,73.804097222222197
2017-07-26 00:00:00,60.415694444444426
2017-07-27 00:00:00,65.975347222222226
2017-07-28 00:00:00,67.359999999999957
2017-07-29 00:00:00,71.397361111111096
2017-07-30 00:00:00,66.330763888888882
2017-07-31 00:00:00,65.381736111111138
2017-08-01 00:00:00,84.004861111111182
2017-08-02 00:00:00,60.938819444444448
2017-08-03 00:00:00,58.292916666666656
2017-08-04 00:00:00,89.683750000000018
2017-08-05 00:00:00,79.158819444444461
2017-08-06 00:00:00,70.046249999999972
2017-08-07 00:00:00,76.448750000000032
2017-08-08 00:00:00,61.881527777777741
2017-08-09 00:00:00,55.662361111111153
2017-08-10 00:00:00,86.356388888888944
2017-08-11 00:00:00,84.109722222222231
2017-08-12 00:00:00,73.993611111111079
2017-08-13 00:00:00,73.8981944444444
2017-08-14 00:00:00,68.639722222222233
2017-08-15 00:00:00,67.104930555555555
2017-08-16 00:00:00,60.735624999999978
2017-08-17 00:00:00,58.914583333333312
2017-08-18 00:00:00,84.926041666666649
2017-08-19 00:00:00,75.543194444444481
2017-08-20 00:00:00,54.252152777777759
2017-08-21 00:00:00,47.93194444444444
2017-08-22 00:00:00,72.347916666666663
2017-08-23 00:00:00,77.016458333333375
2017-08-24 00:00:00,77.51284722222222
2017-08-25 00:00:00,67.674861111111127
2017-08-26 00:00:00,78.547777777777782
2017-08-27 00:00:00,73.124930555555565
2017-08-28 00:00:00,76.522777777777762
2017-08-29 00:00:00,64.833333333333329
2017-08-30 00:00:00,59.166250000000005
2017-08-31 00:00:00,63.779861111111096
2017-09-01 00:00:00,81.784652777777751
2017-09-02 00:00:00,75.833194444444445
2017-09-03 00:00:00,74.295694444444408
2017-09-04 00:00:00,51.805972222222223
2017-09-05 00:00:00,52.250694444444463
2017-09-06 00:00:00,63.088402777777816
2017-09-07 00:00:00,66.840486111111119
2017-09-08 00:00:00,83.40625
2017-09-09 00:00:00,76.015000000000001
2017-09-10 00:00:00,81.460555555555558
2017-09-11 00:00:00,75.892430555555578
2017-09-12 00:00:00,70.728472222222223
2017-09-13 00:00:00,63.070902777777796
2017-09-14 00:00:00,69.276736111111134
2017-09-15 00:00:00,47.465555555555532
2017-09-16 00:00:00,35.034583333333337
2017-09-17 00:00:00,55.422986111111101
2017-09-18 00:00:00,87.029374999999973
2017-09-19 00:00:00,79.494513888888932
2017-09-20 00:00:00,60.871736111111119
2017-09-21 00:00:00,56.516041666666666
2017-09-22 00:00:00,45.797291666666673
2017-09-23 00:00:00,47.636111111111113
2017-09-24 00:00:00,64.578333333333305
2017-09-25 00:00:00,51.448819444444432
2017-09-26 00:00:00,45.180486111111129
2017-09-27 00:00:00,48.479583333333345
2017-09-28 00:00:00,62.847291666666621
2017-09-29 00:00:00,58.818055555555553
2017-09-30 00:00:00,76.255138888888908
2017-10-01 00:00:00,71.983541666666667
2017-10-02 00:00:00,61.54666666666666
2017-10-03 00:00:00,46.481041666666691
2017-10-04 00:00:00,69.089166666666671
2017-10-05 00:00:00,73.437291666666681
2017-10-06 00:00:00,60.19152777777775
2017-10-07 00:00:00,85.014930555555566
2017-10-08 00:00:00,71.090625000000017
2017-10-09 00:00:00,62.448819444444489
2017-10-10 00:00:00,56.966458333333335
2017-10-11 00:00:00,66.227430555555529
2017-10-12 00:00:00,55.97312500000001
2017-10-13 00:00:00,52.214305555555569
2017-10-14 00:00:00,48.321597222222209
2017-10-15 00:00:00,57.371736111111105
2017-10-16 00:00:00,77.549444444444475
2017-10-17 00:00:00,71.93472222222222
2017-10-18 00:00:00,67.557569444444454
2017-10-19 00:00:00,50.766319444444463
2017-10-20 00:00:00,64.69625000000002
2017-10-21 00:00:00,44.510069444444433
2017-10-22 00:00:00,34.762361111111126
2017-10-23 00:00:00,33.310763888888886
2017-10-24 00:00:00,49.609999999999985
2017-10-25 00:00:00,59.580833333333331
2017-10-26 00:00:00,67.616527777777776
2017-10-27 00:00:00,60.262708333333322
2017-10-28 00:00:00,73.602291666666645
2017-10-29 00:00:00,69.35465277777773
2017-10-30 00:00:00,52.041944444444439
2017-10-31 00:00:00,56.648055555555516
2017-11-01 00:00:00,63.78965277777781
2017-11-02 00:00:00,73.921250000000001
2017-11-03 00:00:00,58.398541666666659
2017-11-04 00:00:00,55.580000000000005
2017-11-05 00:00:00,52.244166666666686
2017-11-06 00:00:00,72.205208333333317
2017-11-07 00:00:00,74.36562499999998
2017-11-08 00:00:00,55.279583333333335
2017-11-09 00:00:00,45.244305555555528
2017-11-10 00:00:00,37.210416666666681
2017-11-11 00:00:00,37.353819444444447
2017-11-12 00:00:00,45.758888888888897
